Event,Site,Date,Round,White,Black,Result
Rated Bullet game,https://lichess.org/iltP3KJp,2023.09.15,?,ign_plume,waltalgg,0-1
Rated Bullet game,https://lichess.org/qIdiKVnp,2023.09.15,?,waltalgg,BHABLASSS,0-1
Rated Bullet game,https://lichess.org/RBic7QeB,2023.09.14,?,waltalgg,Caipifetzer22,0-1
Rated Bullet game,https://lichess.org/S91T3o4b,2023.09.14,?,waltalgg,Jabar81,1-0
Rated Bullet game,https://lichess.org/bRWB7nHs,2023.09.14,?,Klausday,waltalgg,1-0
Rated Bullet game,https://lichess.org/hpxEhD2v,2023.09.14,?,Dos1980,waltalgg,1-0
Rated Bullet game,https://lichess.org/D6YOviRK,2023.09.14,?,waltalgg,MrDonat,0-1
Rated Bullet game,https://lichess.org/ZdL7wfoK,2023.09.14,?,MRBIG101,waltalgg,0-1
Rated Bullet game,https://lichess.org/tWEJLY4d,2023.09.14,?,waltalgg,yurdatapanenis,1/2-1/2
Rated Bullet game,https://lichess.org/XpwydroO,2023.09.14,?,waltalgg,thecheese98,1-0
Rated Bullet game,https://lichess.org/H0GeRq0X,2023.09.14,?,gsgurel26,waltalgg,1-0
Rated Bullet game,https://lichess.org/eJGBiTZW,2023.09.14,?,waltalgg,lukasho,1-0
Rated Bullet game,https://lichess.org/rVY5z2mO,2023.09.14,?,qcld,waltalgg,0-1
Rated Bullet game,https://lichess.org/Qw10mHkO,2023.09.14,?,mattobato,waltalgg,0-1
Rated Bullet game,https://lichess.org/MZfYOKIY,2023.09.14,?,waltalgg,newPieceOnTheBoard03,1-0
Rated Bullet game,https://lichess.org/kvHbm0HZ,2023.09.14,?,waltalgg,Inmortalgambler1,0-1
Rated Bullet game,https://lichess.org/CWficjde,2023.09.14,?,geton82,waltalgg,0-1
Rated Bullet game,https://lichess.org/ModqvCEo,2023.09.14,?,waltalgg,MrClownFox,1-0
Rated Bullet game,https://lichess.org/QkhCvaTB,2023.09.14,?,nostradamus33,waltalgg,0-1
Rated Bullet game,https://lichess.org/aVtHkZ8T,2023.09.13,?,chessknightsbiz,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/TCbiDSU7,2023.09.13,?,daveisback,waltalgg,0-1
≤2000 Blitz Arena,https://lichess.org/sKa37V2Y,2023.09.13,?,Marchellini76,waltalgg,1-0
≤2000 Blitz Arena,https://lichess.org/O16N48hX,2023.09.13,?,waltalgg,i_m_not_the_one2,1-0
≤2000 Blitz Arena,https://lichess.org/Js3dhst3,2023.09.13,?,pedro52,waltalgg,0-1
≤2000 Blitz Arena,https://lichess.org/7gjZLCdY,2023.09.13,?,waltalgg,bladhviktor,1-0
Rated Bullet game,https://lichess.org/an3c6Irk,2023.09.13,?,waltalgg,jherose,0-1
Bullet,https://lichess.org/D06AnjML,2023.09.13,?,waltalgg,Caeluss,1/2-1/2
Bullet,https://lichess.org/RnfifeIC,2023.09.13,?,waltalgg,d6900,1-0
Bullet,https://lichess.org/yznUsruo,2023.09.13,?,vagalume65,waltalgg,0-1
Bullet,https://lichess.org/YgYWeNvl,2023.09.13,?,marlinchess,waltalgg,0-1
Bullet,https://lichess.org/Dp8h8ZTu,2023.09.13,?,waltalgg,rmb__14,0-1
Bullet,https://lichess.org/QUHuSg8d,2023.09.13,?,borisShchekin,waltalgg,0-1
Bullet,https://lichess.org/eztZnp6P,2023.09.13,?,waltalgg,imd_voml_159,0-1
Bullet,https://lichess.org/KKDqnNDx,2023.09.13,?,nomo7887,waltalgg,0-1
Rated Bullet game,https://lichess.org/n39uN917,2023.09.13,?,aegcasanova,waltalgg,1-0
Rated Bullet game,https://lichess.org/7JMEc0wp,2023.09.13,?,waltalgg,QC8063570,1-0
Rated Bullet game,https://lichess.org/TCL67utu,2023.09.13,?,waltalgg,DeusMortia,0-1
Rated Bullet game,https://lichess.org/hySBpmax,2023.09.13,?,MarioRamiro,waltalgg,0-1
Rated Bullet game,https://lichess.org/cMZgnT4U,2023.09.13,?,waltalgg,Springvieh,0-1
Rated Bullet game,https://lichess.org/rWlmxfp0,2023.09.13,?,kinda_Alec,waltalgg,1-0
Rated Bullet game,https://lichess.org/ojmeFnKT,2023.09.13,?,waltalgg,leurtab,0-1
Rated Bullet game,https://lichess.org/pG1aLoFq,2023.09.13,?,Robiin68,waltalgg,0-1
Rated Bullet game,https://lichess.org/SOgfIPTG,2023.09.13,?,waltalgg,GendalfBely,0-1
Rated Bullet game,https://lichess.org/m4uFPR0F,2023.09.13,?,jcsobredo,waltalgg,1-0
Rated Bullet game,https://lichess.org/WFC5azZY,2023.09.13,?,waltalgg,Bass_coot,0-1
Rated Bullet game,https://lichess.org/OcFMPSkL,2023.09.13,?,waltalgg,Lesnick86,1-0
Rated Bullet game,https://lichess.org/qI1zWaFJ,2023.09.13,?,reasonn,waltalgg,0-1
Rated Bullet game,https://lichess.org/zv8IaN4W,2023.09.13,?,vivianpayan,waltalgg,1-0
Rated Bullet game,https://lichess.org/3kAsW21M,2023.09.13,?,waltalgg,Ethan_Stewart,0-1
Rated Bullet game,https://lichess.org/yXY6eQcg,2023.09.13,?,Fluffderblitzmeister,waltalgg,1-0
Rated Bullet game,https://lichess.org/OzrpNm8Y,2023.09.13,?,drdesoto22,waltalgg,1-0
Rated Bullet game,https://lichess.org/VQgL9dME,2023.09.13,?,waltalgg,anujaaa,1/2-1/2
Rated Bullet game,https://lichess.org/kGGNnUDd,2023.09.13,?,waltalgg,eddydepeddy,0-1
Rated Bullet game,https://lichess.org/9fmwncE8,2023.09.13,?,waltalgg,AdobongPusit,1-0
Rated Bullet game,https://lichess.org/2KOy7O4j,2023.09.13,?,ibai2222,waltalgg,1-0
Rated Bullet game,https://lichess.org/je6O8s9w,2023.09.13,?,Pimshtane,waltalgg,0-1
Rated Bullet game,https://lichess.org/isMFPjIp,2023.09.13,?,awangkoteng,waltalgg,0-1
Rated Bullet game,https://lichess.org/Ji5SqhT0,2023.09.13,?,waltalgg,blackhow,1-0
Rated Bullet game,https://lichess.org/JVmQz06j,2023.09.13,?,waltalgg,Tigran27,0-1
Rated Bullet game,https://lichess.org/JsllEBOT,2023.09.13,?,IP1nKI,waltalgg,1-0
Rated Bullet game,https://lichess.org/Vz2cjul8,2023.09.13,?,waltalgg,drmichko,0-1
Rated Bullet game,https://lichess.org/qJmQ3Mb2,2023.09.13,?,KasparoWWW,waltalgg,1-0
Rated Bullet game,https://lichess.org/BVqUuMkm,2023.09.13,?,waltalgg,anujaaa,1-0
Rated Bullet game,https://lichess.org/U8sY56Z1,2023.09.13,?,S7evinKelevra,waltalgg,0-1
Rated Bullet game,https://lichess.org/7EGHVOzi,2023.09.12,?,waltalgg,Isartal,1-0
Rated Bullet game,https://lichess.org/2idaKbM1,2023.09.12,?,jsaulo,waltalgg,0-1
Rated Bullet game,https://lichess.org/FMPG82jX,2023.09.12,?,waltalgg,Umut-26,1-0
Rated Bullet game,https://lichess.org/jmaoINMN,2023.09.12,?,imponi,waltalgg,0-1
Rated Bullet game,https://lichess.org/GN2KQXFr,2023.09.12,?,camjoy,waltalgg,0-1
Rated Bullet game,https://lichess.org/LAsK5UlI,2023.09.12,?,waltalgg,jorgesebasti,1-0
Rated Bullet game,https://lichess.org/nhS2tASo,2023.09.12,?,S7evinKelevra,waltalgg,0-1
Rated Bullet game,https://lichess.org/9VU65gVV,2023.09.12,?,waltalgg,Gabriellgowez,0-1
Rated Bullet game,https://lichess.org/qrdMLs7T,2023.09.12,?,EdiTheWolf,waltalgg,1-0
Rated Bullet game,https://lichess.org/T8U3a04a,2023.09.12,?,waltalgg,firenze1min,0-1
Rated Bullet game,https://lichess.org/GOGznp7l,2023.09.12,?,waltalgg,victorvasquez0215,0-1
Rated Bullet game,https://lichess.org/AgRYxoxN,2023.09.12,?,kentik,waltalgg,0-1
Rated Bullet game,https://lichess.org/WYhDJsl0,2023.09.12,?,CamiloSanchez93,waltalgg,1-0
Rated Bullet game,https://lichess.org/Az2LOmNT,2023.09.12,?,waltalgg,KapanegraLA,1-0
Rated Bullet game,https://lichess.org/kmrgJtC0,2023.09.12,?,UncleGriffie,waltalgg,1-0
Rated Bullet game,https://lichess.org/WH6uwFqr,2023.09.12,?,waltalgg,EugeneBogues,0-1
Rated Bullet game,https://lichess.org/DLFRT74W,2023.09.12,?,TurnAroundEyes,waltalgg,1-0
Rated Bullet game,https://lichess.org/i15WU8jI,2023.09.11,?,yenvh,waltalgg,1-0
Rated Bullet game,https://lichess.org/hdBKdLpr,2023.09.11,?,waltalgg,AthenaChess,0-1
Rated Bullet game,https://lichess.org/O8nl8R8u,2023.09.11,?,waltalgg,kian1shah,0-1
Rated Bullet game,https://lichess.org/crXZ2R2S,2023.09.11,?,waltalgg,Kayatobutbetter,0-1
Rated Bullet game,https://lichess.org/pTtX0TLl,2023.09.11,?,riskoscoach,waltalgg,1-0
Rated Bullet game,https://lichess.org/Xi8ZZGfu,2023.09.11,?,waltalgg,miler,0-1
Rated Bullet game,https://lichess.org/07nAjMMU,2023.09.11,?,Ningawi,waltalgg,0-1
Rated Bullet game,https://lichess.org/DTPuYqD4,2023.09.11,?,waltalgg,RAYBELLIDOV,0-1
Casual Blitz game,https://lichess.org/EZUGYxN0,2023.09.11,?,waltalgg,Oliverw-w,1-0
Casual Blitz game,https://lichess.org/5p7FzyZF,2023.09.11,?,Oliverw-w,waltalgg,0-1
Rated Bullet game,https://lichess.org/CCdrjl0x,2023.09.09,?,balad06,waltalgg,1-0
Rated Bullet game,https://lichess.org/6mwzX9ZF,2023.09.09,?,waltalgg,Vassiliev,0-1
Rated Blitz game,https://lichess.org/hBZ1LK1y,2023.09.07,?,waltalgg,baylygulcar13,1/2-1/2
Rated Blitz game,https://lichess.org/osBc1IK1,2023.09.07,?,Mng_dev_ai,waltalgg,1-0
Rated Blitz game,https://lichess.org/jYGj41Ng,2023.09.07,?,lehiep109,waltalgg,0-1
Rated Bullet game,https://lichess.org/PshlV98V,2023.09.06,?,waltalgg,j_mehrparvaran,0-1
Rated Bullet game,https://lichess.org/C8pjdzuH,2023.09.06,?,waltalgg,sonson28291,1-0
Rated Bullet game,https://lichess.org/sC1Vcco7,2023.09.06,?,Proudhon90,waltalgg,0-1
Rated Bullet game,https://lichess.org/AOz5LEtW,2023.09.06,?,BurakOzdemir11,waltalgg,0-1
Rated Bullet game,https://lichess.org/Zi21sa2s,2023.09.06,?,waltalgg,BluebearChess,1-0
Rated Bullet game,https://lichess.org/rB2cuiN2,2023.09.06,?,zilez2003,waltalgg,1-0
Rated Bullet game,https://lichess.org/S7q5Sntm,2023.09.05,?,waltalgg,Aaahrg,0-1
Rated Bullet game,https://lichess.org/qOqIDDQX,2023.09.05,?,waltalgg,frustrated6666666,0-1
Rated Bullet game,https://lichess.org/9Qmq2ri3,2023.09.05,?,waltalgg,Vdin,1-0
Rated Bullet game,https://lichess.org/3Q0gzbET,2023.09.05,?,TyphoonRex,waltalgg,1-0
Rated Bullet game,https://lichess.org/nw0MStAj,2023.09.05,?,waltalgg,ben_ibeni,0-1
Rated Bullet game,https://lichess.org/cvi0DiLC,2023.09.05,?,shinya2023,waltalgg,0-1
Rated Bullet game,https://lichess.org/l1HFOBmF,2023.09.05,?,DeGreat2,waltalgg,1-0
Rated Bullet game,https://lichess.org/GLbiqnPf,2023.09.05,?,waltalgg,Jaavid_mehr_ahoora,1-0
Rated Bullet game,https://lichess.org/8EcyUU6U,2023.09.05,?,nomindpig,waltalgg,1-0
Rated Bullet game,https://lichess.org/WWZ4SWWS,2023.09.05,?,waltalgg,Mc_Mllr,1-0
Rated Bullet game,https://lichess.org/nVO2n7af,2023.09.05,?,oooo11111,waltalgg,0-1
Rated Blitz game,https://lichess.org/fh3THr1h,2023.09.04,?,waltalgg,oomaoozi,0-1
Rated Bullet game,https://lichess.org/ONHViHyU,2023.09.04,?,susaki91,waltalgg,1-0
Rated Bullet game,https://lichess.org/IJqZYmNY,2023.09.04,?,angelozap14,waltalgg,0-1
Rated Bullet game,https://lichess.org/X30bt1MA,2023.09.04,?,waltalgg,Checknmate22,1-0
Rated Bullet game,https://lichess.org/Phh6QtYZ,2023.09.03,?,waltalgg,Fafa_Divizio,0-1
Rated Bullet game,https://lichess.org/BQWacBj0,2023.09.01,?,ramzeccc,waltalgg,1-0
Rated Bullet game,https://lichess.org/H2ypKkmB,2023.09.01,?,especialista33,waltalgg,0-1
Rated Bullet game,https://lichess.org/6nuiu8I4,2023.09.01,?,waltalgg,Ekema,0-1
Rated Bullet game,https://lichess.org/KCWtYpWx,2023.08.31,?,Huguesse,waltalgg,1-0
Rated Bullet game,https://lichess.org/IAN7lK7v,2023.08.31,?,waltalgg,Denyk,1-0
Rated Bullet game,https://lichess.org/0nQ2soKz,2023.08.31,?,ameem91,waltalgg,0-1
Rated Bullet game,https://lichess.org/4xqmWEZB,2023.08.31,?,vaskoron,waltalgg,0-1
Rated Bullet game,https://lichess.org/YNT42jGV,2023.08.31,?,waltalgg,Jackson551,1-0
Rated Bullet game,https://lichess.org/q66Tls0N,2023.08.31,?,elikoh80,waltalgg,0-1
Rated Bullet game,https://lichess.org/Mj2V5tUv,2023.08.31,?,waltalgg,Luk1986,1-0
Rated Bullet game,https://lichess.org/qyp78bEL,2023.08.31,?,waltalgg,SimonStudener,1-0
Rated Bullet game,https://lichess.org/nabJuM8Q,2023.08.31,?,waltalgg,chessnak,0-1
Rated Bullet game,https://lichess.org/bWXIsbe8,2023.08.31,?,Ramauy83,waltalgg,0-1
Rated Bullet game,https://lichess.org/Re4smQyP,2023.08.31,?,lucascavlho,waltalgg,1-0
Rated Bullet game,https://lichess.org/UXtOSEKI,2023.08.31,?,waltalgg,Caballoviejo2022,0-1
Rated Bullet game,https://lichess.org/x87WAN8r,2023.08.31,?,BPS101,waltalgg,1-0
Rated Bullet game,https://lichess.org/XVJyRw5D,2023.08.31,?,waltalgg,DeSalceda,1-0
Rated Bullet game,https://lichess.org/wLTvdBZ8,2023.08.31,?,MNTORRES,waltalgg,1-0
Rated Bullet game,https://lichess.org/CYUjIdsB,2023.08.31,?,waltalgg,Chernorizec,1-0
Rated Blitz game,https://lichess.org/5x94nFI3,2023.08.25,?,nomindpig,waltalgg,1-0
Rated Blitz game,https://lichess.org/jfw7e60A,2023.08.25,?,jinks555,waltalgg,0-1
Rated Blitz game,https://lichess.org/WTgRA5ot,2023.08.24,?,waltalgg,excited_raichu,0-1
Rated Blitz game,https://lichess.org/LprluET7,2023.08.24,?,waltalgg,looser-24,1-0
Rated Blitz game,https://lichess.org/rhhukfDy,2023.08.24,?,CRY73Q,waltalgg,0-1
Rated Blitz game,https://lichess.org/Tx5ysOA6,2023.08.24,?,FVP-NCh_74,waltalgg,1-0
Rated Blitz game,https://lichess.org/hdkQv5fI,2023.08.24,?,waltalgg,Cerberus07,0-1
Rated Bullet game,https://lichess.org/RyZl4BNN,2023.08.24,?,waltalgg,FrozenX1,0-1
Rated Bullet game,https://lichess.org/7Ko2Rht4,2023.08.24,?,dalarm,waltalgg,0-1
Rated Bullet game,https://lichess.org/wMiy6q5U,2023.08.24,?,waltalgg,Anextiomarus,1-0
Rated Bullet game,https://lichess.org/5vxxZ1qD,2023.08.24,?,surya2006,waltalgg,1-0
Rated Bullet game,https://lichess.org/IgIn7mKH,2023.08.24,?,waltalgg,Ynona,1-0
Rated Blitz game,https://lichess.org/a7QjibfP,2023.08.24,?,bulentoz,waltalgg,1-0
Rated Blitz game,https://lichess.org/nHxWUwub,2023.08.24,?,JPhilipp,waltalgg,0-1
Rated Blitz game,https://lichess.org/VDwuysmQ,2023.08.24,?,waltalgg,Zocato59,1-0
Rated Blitz game,https://lichess.org/djq1I7UA,2023.08.24,?,waltalgg,jackyfogel,0-1
Rated Blitz game,https://lichess.org/vrmnmiTk,2023.08.24,?,faustgen,waltalgg,1-0
Rated Blitz game,https://lichess.org/mMw5Qev4,2023.08.23,?,salembouc,waltalgg,0-1
Rated Blitz game,https://lichess.org/GNzIwCFD,2023.08.23,?,waltalgg,Peonenvenenado66,1-0
Rated Blitz game,https://lichess.org/yNUJI5Ah,2023.08.23,?,Zlatkoz26,waltalgg,0-1
Rated Blitz game,https://lichess.org/MqG9X2xD,2023.08.23,?,waltalgg,Zlatkoz26,1-0
Rated Blitz game,https://lichess.org/B7o8KtHY,2023.08.23,?,Zlatkoz26,waltalgg,0-1
Rated Blitz game,https://lichess.org/V4Ym2GGV,2023.08.23,?,waltalgg,Zlatkoz26,1/2-1/2
Rated Blitz game,https://lichess.org/zSNYEh53,2023.08.23,?,Sergey548,waltalgg,1-0
Rated Bullet game,https://lichess.org/qUzKAEtS,2023.08.22,?,Frenchescojunior,waltalgg,0-1
Rated Bullet game,https://lichess.org/rDQnaSfB,2023.08.22,?,waltalgg,BOKANGMOTSAMAI,1-0
Rated Bullet game,https://lichess.org/eH2Rsybc,2023.08.22,?,Jwcool,waltalgg,0-1
Rated Bullet game,https://lichess.org/LIEEKH6d,2023.08.22,?,waltalgg,Alex_cov,1-0
Rated Bullet game,https://lichess.org/phqOmIi6,2023.08.22,?,waltalgg,lemain57,1-0
Rated Bullet game,https://lichess.org/5oriHtgw,2023.08.22,?,fmslw,waltalgg,0-1
Rated Bullet game,https://lichess.org/UpaJQW18,2023.08.22,?,waltalgg,Ntozaar,0-1
Rated Bullet game,https://lichess.org/3MWFQQIt,2023.08.22,?,S-ARM,waltalgg,1-0
Rated Blitz game,https://lichess.org/Dog1ahom,2023.08.22,?,Monty_69,waltalgg,0-1
Rated Bullet game,https://lichess.org/Urks6WzE,2023.08.20,?,rooksymmetry,waltalgg,1-0
Rated Bullet game,https://lichess.org/XqHenqz3,2023.08.20,?,waltalgg,DRAGON_CAVE,0-1
Rated Bullet game,https://lichess.org/AeoyR4Os,2023.08.20,?,waltalgg,Eumenides31,0-1
Rated Bullet game,https://lichess.org/2gfoFBDB,2023.08.20,?,waltalgg,stanwarwick,1-0
Rated Bullet game,https://lichess.org/R9z4gWiR,2023.08.19,?,samarreta,waltalgg,1-0
Rated Bullet game,https://lichess.org/WzXRkRZY,2023.08.19,?,greenfarmer,waltalgg,0-1
Rated Bullet game,https://lichess.org/gN29eo5B,2023.08.19,?,waltalgg,Koolak666,1-0
Rated Bullet game,https://lichess.org/Jb4mynMB,2023.08.19,?,CheckersFanatic,waltalgg,0-1
Rated Bullet game,https://lichess.org/KxQl7h7j,2023.08.19,?,waltalgg,kelex,1-0
Rated Bullet game,https://lichess.org/3Nh9wRWE,2023.08.19,?,waltalgg,Merilynn,0-1
Rated Bullet game,https://lichess.org/mWZDDiOF,2023.08.19,?,HZ26197713,waltalgg,1-0
Rated Bullet game,https://lichess.org/GETNNLJr,2023.08.19,?,sugs,waltalgg,1-0
Rated Bullet game,https://lichess.org/Uy52RTvo,2023.08.19,?,waltalgg,Fede_Lettuce,1-0
Rated Bullet game,https://lichess.org/O8PhQOH4,2023.08.19,?,Doctor_Aibolit,waltalgg,1-0
Rated Bullet game,https://lichess.org/SdpZ9QOZ,2023.08.19,?,OBrizola,waltalgg,1-0
Rated Bullet game,https://lichess.org/Ms9qNZKf,2023.08.18,?,waltalgg,Pauly77,0-1
Rated Bullet game,https://lichess.org/wM2irIWt,2023.08.18,?,LucasdePicciotto2020,waltalgg,1-0
Rated Bullet game,https://lichess.org/0EXHA5RO,2023.08.18,?,waltalgg,reymagic2,0-1
Rated Bullet game,https://lichess.org/RSR147tu,2023.08.18,?,ReyEnema,waltalgg,0-1
Rated Bullet game,https://lichess.org/Une4EGTd,2023.08.18,?,waltalgg,gardener69,1-0
Rated Bullet game,https://lichess.org/SSwUUivK,2023.08.17,?,it64,waltalgg,1-0
Rated Bullet game,https://lichess.org/oMNCNV46,2023.08.17,?,waltalgg,Kurty11,1-0
Rated Bullet game,https://lichess.org/v7wLFV8A,2023.08.17,?,WANG-12,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/J9tbij97,2023.08.17,?,waltalgg,Stronf,0-1
Rated Bullet game,https://lichess.org/fyGPpxrT,2023.08.17,?,waltalgg,Adrian_Glez,1-0
Rated Bullet game,https://lichess.org/dVPXcOJz,2023.08.17,?,waltalgg,LittleMaker,1-0
Rated Bullet game,https://lichess.org/Xbmp11Np,2023.08.17,?,ghhd124,waltalgg,1-0
Rated Bullet game,https://lichess.org/QPT9A6o2,2023.08.17,?,anatolii16,waltalgg,0-1
Rated Bullet game,https://lichess.org/AolkABvw,2023.08.17,?,waltalgg,diamante3003,1-0
Rated Bullet game,https://lichess.org/31bx6v7g,2023.08.17,?,waltalgg,dd_xdd,1-0
Rated Bullet game,https://lichess.org/ouoFmRJ7,2023.08.17,?,MKT-7,waltalgg,0-1
Rated Bullet game,https://lichess.org/EefoAhaQ,2023.08.17,?,waltalgg,Serkan_Candan,0-1
Rated Bullet game,https://lichess.org/ySX8WAsx,2023.08.17,?,SorteDeCapivara,waltalgg,1-0
Rated Bullet game,https://lichess.org/c35GReBM,2023.08.17,?,mehdiseidabadi,waltalgg,0-1
Rated Bullet game,https://lichess.org/LhDUrW0F,2023.08.17,?,emmyberry,waltalgg,1-0
Rated Bullet game,https://lichess.org/lq0r3Yjc,2023.08.17,?,waltalgg,dr_tawfeq,0-1
Rated Bullet game,https://lichess.org/bjoJ52M7,2023.08.16,?,waltalgg,nastyrooks22,0-1
Rated Bullet game,https://lichess.org/HCzgHefo,2023.08.16,?,yeezus3000,waltalgg,1-0
Rated Bullet game,https://lichess.org/4SvOpQhA,2023.08.16,?,silverblade1973,waltalgg,1-0
Rated Bullet game,https://lichess.org/S97KMZMY,2023.08.16,?,waltalgg,YigitAlptug,1-0
Rated Bullet game,https://lichess.org/Bkz3jaUB,2023.08.16,?,waltalgg,Summer2010,0-1
Rated Bullet game,https://lichess.org/PePPL16e,2023.08.16,?,LeoYell,waltalgg,0-1
Rated Bullet game,https://lichess.org/JPx94ShW,2023.08.16,?,IstoguH,waltalgg,0-1
Rated Bullet game,https://lichess.org/uX49sXLS,2023.08.16,?,waltalgg,merngw,1-0
Rated Bullet game,https://lichess.org/P1PJGG2E,2023.08.16,?,Juan-hito,waltalgg,1-0
Rated Bullet game,https://lichess.org/sk2ajKkc,2023.08.16,?,waltalgg,h8gi,1/2-1/2
Rated Bullet game,https://lichess.org/wamSxmFf,2023.08.16,?,emmyberry,waltalgg,1-0
Rated Blitz game,https://lichess.org/QshQhNRN,2023.08.15,?,waltalgg,Donotallright,0-1
Rated Blitz game,https://lichess.org/c6KIipLM,2023.08.15,?,JoacoR,waltalgg,1-0
Rated Blitz game,https://lichess.org/rUox50Vu,2023.08.15,?,waltalgg,Mecheek,0-1
Rated Blitz game,https://lichess.org/QqrRwUcs,2023.08.15,?,jamar08,waltalgg,0-1
Rated Blitz game,https://lichess.org/dV3nRAlF,2023.08.15,?,waltalgg,beasportdude,1-0
Rated Blitz game,https://lichess.org/fF0t5Pj1,2023.08.14,?,waltalgg,A5359,0-1
Rated Blitz game,https://lichess.org/hbTNoDcU,2023.08.14,?,MasterScorpio,waltalgg,0-1
Rated Blitz game,https://lichess.org/DgoQNAqR,2023.08.14,?,BecomingTheDragon,waltalgg,0-1
Rated Blitz game,https://lichess.org/cI2xxpxG,2023.08.14,?,waltalgg,TradeFederations,0-1
Rated Blitz game,https://lichess.org/HKDfeTDC,2023.08.14,?,waltalgg,thekingofall,0-1
Rated Blitz game,https://lichess.org/M5D7Pk7u,2023.08.14,?,waltalgg,logaw,1-0
Rated Blitz game,https://lichess.org/VwOkLfBv,2023.08.14,?,vaemel,waltalgg,1-0
Rated Blitz game,https://lichess.org/NJID1q9D,2023.08.14,?,waltalgg,eme2010,0-1
Rated Blitz game,https://lichess.org/oc9iZ9EL,2023.08.14,?,SamanTavassoli,waltalgg,1/2-1/2
Rated Blitz game,https://lichess.org/3xbZmYCh,2023.08.14,?,waltalgg,krimeold,1-0
Rated Blitz game,https://lichess.org/PScscHay,2023.08.13,?,yanzen17,waltalgg,1-0
Rated Blitz game,https://lichess.org/owvm0TeH,2023.08.13,?,waltalgg,Mostafa_Mrx,1-0
Rated Blitz game,https://lichess.org/FINdyCKF,2023.08.13,?,Daniel200275,waltalgg,1/2-1/2
Rated Blitz game,https://lichess.org/hAmW57WA,2023.08.12,?,ChristianoEmad,waltalgg,1-0
Rated Blitz game,https://lichess.org/tnqIiK86,2023.08.12,?,waltalgg,onoboso,0-1
Rated Blitz game,https://lichess.org/pDWDbaBY,2023.08.12,?,Hisham9,waltalgg,1-0
Rated Blitz game,https://lichess.org/EGu3tT9s,2023.08.12,?,Beneke1989_bis,waltalgg,0-1
Rated Blitz game,https://lichess.org/cRaRRWh0,2023.08.11,?,tont404,waltalgg,1-0
Rated Blitz game,https://lichess.org/NjlnpjMj,2023.08.11,?,waltalgg,Karadagh,1-0
Rated Blitz game,https://lichess.org/pC7GZdm0,2023.08.11,?,waltalgg,Tebogovich,1-0
Rated Blitz game,https://lichess.org/RFDQ30dw,2023.08.11,?,waltalgg,Subhan-Allah2009,1/2-1/2
Rated Blitz game,https://lichess.org/Ni1k3GLx,2023.08.11,?,murphy12,waltalgg,0-1
Rated Blitz game,https://lichess.org/bNj3gM4l,2023.08.11,?,waltalgg,jaki2450,0-1
Rated Blitz game,https://lichess.org/DeNWw7JS,2023.08.11,?,Giuseppe1954,waltalgg,0-1
Rated Blitz game,https://lichess.org/DKWD4r4I,2023.08.11,?,waltalgg,Dr_Blessed,1-0
Rated Blitz game,https://lichess.org/L7uO9tUK,2023.08.11,?,waltalgg,mostafaazad,1-0
Rated Blitz game,https://lichess.org/emDDprFE,2023.08.11,?,waltalgg,olexis300,1-0
Rated Blitz game,https://lichess.org/f5OI4Yc9,2023.08.09,?,KstKsu,waltalgg,1-0
Rated Blitz game,https://lichess.org/LVvtm1oP,2023.08.09,?,othello1,waltalgg,1-0
Rated Blitz game,https://lichess.org/ScgEMMlE,2023.08.09,?,waltalgg,Master-Arena,0-1
Rated Blitz game,https://lichess.org/yyMSAq42,2023.08.09,?,tyasmislekimono,waltalgg,1-0
Rated Blitz game,https://lichess.org/fkUbN7gD,2023.08.09,?,waltalgg,aidys888,0-1
Rated Blitz game,https://lichess.org/uk8Q9eNe,2023.08.09,?,futurfiloharakotobe,waltalgg,1-0
Rated Blitz game,https://lichess.org/Iu4zS10x,2023.08.09,?,MAPDarshana,waltalgg,0-1
Rated Blitz game,https://lichess.org/4pyQI7H2,2023.08.08,?,waltalgg,DamianEL,0-1
Rated Blitz game,https://lichess.org/Vzl8nsGo,2023.08.08,?,waltalgg,hjuy6hjuy,1-0
Rated Blitz game,https://lichess.org/96wFP0fr,2023.08.07,?,MartinMarietta,waltalgg,1-0
Rated Blitz game,https://lichess.org/K8cKjKwS,2023.08.07,?,waltalgg,endurance-man,0-1
Rated Bullet game,https://lichess.org/50hr7Xld,2023.08.06,?,iluy,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/QLl1Ft9h,2023.08.06,?,waltalgg,MESTREANDRE01,0-1
Rated Bullet game,https://lichess.org/wGMQqOzd,2023.08.06,?,BOBBY_FICSHER,waltalgg,0-1
Rated Bullet game,https://lichess.org/goneuY3a,2023.08.06,?,waltalgg,ozbekis,1/2-1/2
Rated Bullet game,https://lichess.org/0xVsMxwI,2023.08.06,?,DikBeertje,waltalgg,0-1
